tracker_id,stamp_ns,elapsed_s,x_m,y_m,z_m,qw,qx,qy,qz
2,1773181742920932099,11.012869671,1.8367207031250001,0.464463134765625,-2.63877490234375,-0.39367637038230896,0.018363118171691895,-0.9190195202827454,0.00921359658241272
2,1773181743017036869,11.108974441,1.833016845703125,0.46458056640625,-2.627140625,-0.4013751149177551,-0.004924073815345764,-0.9158966541290283,-0.002681732177734375
2,1773181743114409799,11.206347371,1.8327163085937501,0.46468603515625,-2.6247392578125,-0.40085285902023315,-0.009926483035087585,-0.9160885810852051,0.0005955100059509277
2,1773181743210794233,11.302731805,1.834105224609375,0.462874267578125,-2.6336616210937502,-0.3983116149902344,-0.0016210079193115234,-0.9172019958496094,0.009268224239349365
2,1773181743307081098,11.39901867,1.834601318359375,0.464735595703125,-2.62675439453125,-0.40046218037605286,-0.0019601285457611084,-0.9163112640380859,-0.0001971423625946045
2,1773181743404231333,11.496168905,1.8335899658203125,0.46365380859375,-2.6292841796875,-0.4000912308692932,-0.002994939684867859,-0.9164696931838989,-0.0011692047119140625
2,1773181743500478147,11.592415719,1.8341580810546876,0.464077392578125,-2.6257529296875,-0.39992713928222656,-0.007904797792434692,-0.9165023565292358,-0.004410356283187866
2,1773181743597116004,11.689053576,1.840348876953125,0.4574306640625,-2.637120361328125,-0.3905501961708069,-0.01570633053779602,-0.9204415082931519,-0.0033948421478271484
2,1773181743693813530,11.785751102,1.832219970703125,0.46538037109375,-2.62515283203125,-0.4051917493343353,-0.0004789382219314575,-0.9142257571220398,-0.003283768892288208
2,1773181743789987944,11.881925516,1.831302490234375,0.465752197265625,-2.6262470703125,-0.4085131585597992,0.006324246525764465,-0.9127206206321716,-0.004261821508407593
2,1773181743886741187,11.978678759,1.8371209716796875,0.4605947265625,-2.630118408203125,-0.3892543315887451,-0.018387824296951294,-0.9209433794021606,0.002519458532333374
2,1773181743983369875,12.075307447,1.83523486328125,0.4636220703125,-2.6265991210937503,-0.3977678418159485,-0.006486088037490845,-0.9174591302871704,-0.0027343332767486572
2,1773181744079970597,12.171908169,1.83195361328125,0.4652216796875,-2.6253828125000003,-0.4017063081264496,-0.003090217709541321,-0.9157631397247314,-0.0006693899631500244
2,1773181744177009291,12.268946863,1.834933349609375,0.464037841796875,-2.630822021484375,-0.39803704619407654,0.0005628019571304321,-0.9173612594604492,0.0038237571716308594
2,1773181744274085072,12.366022644,1.835097412109375,0.465421142578125,-2.630395751953125,-0.40422749519348145,-0.008391544222831726,-0.9144769906997681,0.01617833971977234
2,1773181744370549070,12.462486642,1.83341259765625,0.46590234375,-2.627985107421875,-0.4004240036010742,0.007498994469642639,-0.9162991046905518,-0.0006592869758605957
2,1773181744466695498,12.55863307,1.831989013671875,0.46652880859375,-2.6238220214843753,-0.40359219908714294,0.002219587564468384,-0.9149363040924072,-0.0003936886787414551
2,1773181744563104395,12.655041967,1.8344035644531251,0.46477783203125,-2.629847900390625,-0.4018632173538208,0.0050038546323776245,-0.9156765937805176,0.004171192646026611
2,1773181744659711417,12.751648989,1.83289013671875,0.464837890625,-2.6271533203125,-0.4052416980266571,-0.0007160753011703491,-0.9142090082168579,0.0008149445056915283
2,1773181744756043798,12.84798137,1.83252099609375,0.465916015625,-2.625362060546875,-0.4016130268573761,-0.002945646643638611,-0.9157986640930176,0.0033346712589263916
2,1773181744853190311,12.945127883,1.832695068359375,0.46514062500000003,-2.628539306640625,-0.40405896306037903,0.0005002319812774658,-0.9147136807441711,0.005929738283157349
